county,fips,date,cases,deaths,prob_deaths,new_cases,new_deaths,new_prob_deaths,population,cases_per_100k,deaths_per_100k,prob_deaths_per_100k
cecil,24015,2020-06-07,404,24,0,5,0,0,102517,394.0809816908415,23.41075138757474,0
charles,24017,2020-06-07,1202,78,2,6,0,0,157671,762.3469122413127,49.470099130467865,1.268464080268407
dorchester,24019,2020-06-07,155,4,0,1,0,0,32261,480.4562784786585,12.398871702675056,0
frederick,24021,2020-06-07,2114,104,7,14,0,0,248472,850.800090151003,41.85582278888567,2.817218841559612
garrett,24023,2020-06-07,10,0,0,0,0,0,29376,34.04139433551198,0,0
harford,24025,2020-06-07,957,50,3,10,1,0,251025,381.23692859276963,19.918334827208444,1.1951000896325068
howard,24027,2020-06-07,2125,62,5,31,2,0,315327,673.9035984866504,19.662128520551683,1.5856555258509422
kent,24029,2020-06-07,187,19,0,2,0,0,19593,954.422497830858,96.97340887051497,0
montgomery,24031,2020-06-07,12734,617,39,110,3,1,1040133,1224.2665120710524,59.31933704632004,3.7495204940137463
prince_georges,24033,2020-06-07,16434,574,24,118,3,0,906202,1813.5029496734724,63.34128593845522,2.6484161367995216
queen_annes,24035,2020-06-07,170,12,0,2,0,0,49355,344.44331881268363,24.31364603383649,0
somerset,24039,2020-06-07,76,3,1,0,0,0,25737,295.29471189338307,11.656370206317751,3.885456735439251
st_marys,24037,2020-06-07,553,34,0,5,1,0,111531,495.82627251616145,30.484797948552423,0
talbot,24041,2020-06-07,108,4,0,0,0,0,37211,290.23675794791865,10.749509553626615,0
washington,24043,2020-06-07,548,16,0,3,0,0,149811,365.7942340682593,10.68012362243093,0
wicomico,24045,2020-06-07,977,32,0,2,0,0,102172,956.2306698508398,31.31973534823631,0
worcester,24047,2020-06-07,235,15,1,3,0,0,51564,455.7443177410596,29.090062834535722,1.9393375223023814
allegany,24001,2020-06-08,185,16,0,1,0,0,71977,257.026550147964,22.22932325604012,0
anne_arundel,24003,2020-06-08,4267,176,9,31,0,0,567696,751.6346777148333,31.002508384769314,1.5853555424029762
baltimore,24005,2020-06-08,6814,371,17,61,2,0,827625,823.3197402205105,44.827065397976135,2.054070382117505
baltimore_city,24510,2020-06-08,6296,274,8,67,1,0,614700,1024.239466406377,44.57458923051895,1.301447860745079
calvert,24009,2020-06-08,362,20,1,4,0,0,91082,397.44406139522624,21.958235436200347,1.0979117718100173
caroline,24011,2020-06-08,272,1,0,0,0,0,32875,827.3764258555134,3.041825095057034,0
carroll,24013,2020-06-08,954,98,3,2,0,0,167522,569.4774417688423,58.499779133486946,1.790809565310825
cecil,24015,2020-06-08,408,24,0,4,0,0,102517,397.98277358877067,23.41075138757474,0
charles,24017,2020-06-08,1211,78,2,9,0,0,157671,768.0550006025204,49.470099130467865,1.268464080268407
dorchester,24019,2020-06-08,156,4,0,1,0,0,32261,483.5559964043272,12.398871702675056,0
frederick,24021,2020-06-08,2135,104,7,21,0,0,248472,859.2517466756818,41.85582278888567,2.817218841559612
garrett,24023,2020-06-08,10,0,0,0,0,0,29376,34.04139433551198,0,0
harford,24025,2020-06-08,961,50,3,4,0,0,251025,382.8303953789463,19.918334827208444,1.1951000896325068
howard,24027,2020-06-08,2156,63,5,31,1,0,315327,683.7346627469261,19.97925962572187,1.5856555258509422
kent,24029,2020-06-08,187,19,0,0,0,0,19593,954.422497830858,96.97340887051497,0
montgomery,24031,2020-06-08,12818,620,39,84,3,0,1040133,1232.3424023658513,59.60776169970572,3.7495204940137463
prince_georges,24033,2020-06-08,16523,578,24,89,4,0,906202,1823.3241595141037,63.78268862792181,2.6484161367995216
queen_annes,24035,2020-06-08,177,12,0,7,0,0,49355,358.62627899908824,24.31364603383649,0
somerset,24039,2020-06-08,77,3,1,1,0,0,25737,299.18016862882234,11.656370206317751,3.885456735439251
st_marys,24037,2020-06-08,553,34,0,0,0,0,111531,495.82627251616145,30.484797948552423,0
talbot,24041,2020-06-08,108,4,0,0,0,0,37211,290.23675794791865,10.749509553626615,0
washington,24043,2020-06-08,551,16,0,3,0,0,149811,367.7967572474651,10.68012362243093,0
wicomico,24045,2020-06-08,984,32,0,7,0,0,102172,963.0818619582664,31.31973534823631,0
worcester,24047,2020-06-08,239,15,1,4,0,0,51564,463.5016678302691,29.090062834535722,1.9393375223023814
allegany,24001,2020-06-09,186,17,0,1,1,0,71977,258.41588285146645,23.61865595954263,0
anne_arundel,24003,2020-06-09,4309,177,9,42,1,0,567696,759.0330035793804,31.178659000591868,1.5853555424029762
baltimore,24005,2020-06-09,6852,379,19,38,8,2,827625,827.9111916628908,45.79368675426672,2.2957257211901525
baltimore_city,24510,2020-06-09,6355,279,8,59,5,0,614700,1033.837644379372,45.387994143484626,1.301447860745079
calvert,24009,2020-06-09,363,20,1,1,0,0,91082,398.5419731670363,21.958235436200347,1.0979117718100173
caroline,24011,2020-06-09,273,1,0,1,0,0,32875,830.4182509505704,3.041825095057034,0
carroll,24013,2020-06-09,963,99,3,9,1,0,167522,574.8498704647748,59.09671565525722,1.790809565310825
cecil,24015,2020-06-09,417,25,0,9,1,0,102517,406.7618053591112,24.386199362057024,0
charles,24017,2020-06-09,1216,80,2,5,2,0,157671,771.2261608031914,50.73856321073628,1.268464080268407
dorchester,24019,2020-06-09,157,4,0,1,0,0,32261,486.655714329996,12.398871702675056,0
frederick,24021,2020-06-09,2152,104,7,17,0,0,248472,866.0935638623265,41.85582278888567,2.817218841559612
garrett,24023,2020-06-09,10,0,0,0,0,0,29376,34.04139433551198,0,0
harford,24025,2020-06-09,969,52,3,8,2,0,251025,386.01732895129965,20.715068220296782,1.1951000896325068
howard,24027,2020-06-09,2191,66,5,35,3,0,315327,694.8342514278828,20.930652941232434,1.5856555258509422
kent,24029,2020-06-09,188,19,0,1,0,0,19593,959.526361455622,96.97340887051497,0
montgomery,24031,2020-06-09,12968,628,39,150,8,0,1040133,1246.763635035135,60.37689410873417,3.7495204940137463
prince_georges,24033,2020-06-09,16636,583,24,113,5,0,906202,1835.7937854915351,64.33444198975505,2.6484161367995216
queen_annes,24035,2020-06-09,177,12,0,0,0,0,49355,358.62627899908824,24.31364603383649,0
somerset,24039,2020-06-09,77,3,0,0,0,0,25737,299.18016862882234,11.656370206317751,0
st_marys,24037,2020-06-09,561,34,0,8,0,0,111531,502.9991661511149,30.484797948552423,0
talbot,24041,2020-06-09,108,4,0,0,0,0,37211,290.23675794791865,10.749509553626615,0
washington,24043,2020-06-09,545,17,0,0,1,0,149811,363.79171088905355,11.347631348832863,0
wicomico,24045,2020-06-09,990,33,0,6,1,0,102172,968.9543123360609,32.29847707786869,0
worcester,24047,2020-06-09,241,14,1,2,0,0,51564,467.3803428748739,27.15072531223334,1.9393375223023814
allegany,24001,2020-06-10,185,17,0,0,0,0,71977,257.026550147964,23.61865595954263,0
anne_arundel,24003,2020-06-10,4348,181,9,39,4,0,567696,765.90287759646,31.883261463882075,1.5853555424029762
baltimore,24005,2020-06-10,6916,383,19,64,4,0,827625,835.6441625132155,46.276997432412024,2.2957257211901525
baltimore_city,24510,2020-06-10,6428,281,8,73,2,0,614700,1045.713356108671,45.713356108670894,1.301447860745079
calvert,24009,2020-06-10,363,20,1,0,0,0,91082,398.5419731670363,21.958235436200347,1.0979117718100173
caroline,24011,2020-06-10,276,2,0,3,1,0,32875,839.5437262357414,6.083650190114068,0
carroll,24013,2020-06-10,969,100,3,6,1,0,167522,578.4314895953964,59.693652177027495,1.790809565310825
cecil,24015,2020-06-10,423,25,0,6,0,0,102517,412.6144932060049,24.386199362057024,0
charles,24017,2020-06-10,1231,81,2,15,1,0,157671,780.7396414052045,51.37279525087048,1.268464080268407
dorchester,24019,2020-06-10,157,4,0,0,0,0,32261,486.655714329996,12.398871702675056,0
frederick,24021,2020-06-10,2178,105,7,26,1,0,248472,876.557519559548,42.25828262339419,2.817218841559612
garrett,24023,2020-06-10,10,0,0,0,0,0,29376,34.04139433551198,0,0
harford,24025,2020-06-10,982,54,3,13,2,0,251025,391.19609600637386,21.51180161338512,1.1951000896325068
howard,24027,2020-06-10,2220,68,5,29,2,0,315327,704.0310534778183,21.564915151572812,1.5856555258509422
kent,24029,2020-06-10,189,19,0,1,0,0,19593,964.6302250803859,96.97340887051497,0
montgomery,24031,2020-06-10,13124,633,39,156,5,0,1040133,1261.76171701119,60.85760186437696,3.7495204940137463
prince_georges,24033,2020-06-10,16753,590,23,117,7,0,906202,1848.7048141584326,65.10689669632157,2.538065464432875
queen_annes,24035,2020-06-10,178,12,0,1,0,0,49355,360.65241616857463,24.31364603383649,0
somerset,24039,2020-06-10,77,3,0,0,0,0,25737,299.18016862882234,11.656370206317751,0
st_marys,24037,2020-06-10,565,35,0,4,1,0,111531,506.5856129685917,31.381409652921608,0
talbot,24041,2020-06-10,108,4,0,0,0,0,37211,290.23675794791865,10.749509553626615,0
washington,24043,2020-06-10,551,17,0,6,0,0,149811,367.7967572474651,11.347631348832863,0
wicomico,24045,2020-06-10,992,33,0,2,0,0,102172,970.9117957953255,32.29847707786869,0
worcester,24047,2020-06-10,242,14,1,1,0,0,51564,469.31968039717634,27.15072531223334,1.9393375223023814
allegany,24001,2020-06-11,185,17,0,0,0,0,71977,257.026550147964,23.61865595954263,0
anne_arundel,24003,2020-06-11,4421,182,9,73,1,0,567696,778.7618725515065,32.05941207970463,1.5853555424029762
baltimore,24005,2020-06-11,6985,386,20,69,3,1,827625,843.9812717112218,46.63948044102099,2.4165533907264765
baltimore_city,24510,2020-06-11,6509,284,8,81,3,0,614700,1058.8905156987148,46.201399056450306,1.301447860745079
calvert,24009,2020-06-11,366,20,1,3,0,0,91082,401.8357084824663,21.958235436200347,1.0979117718100173
caroline,24011,2020-06-11,278,2,0,2,0,0,32875,845.6273764258555,6.083650190114068,0
carroll,24013,2020-06-11,976,100,3,7,0,0,167522,582.6100452477883,59.693652177027495,1.790809565310825
cecil,24015,2020-06-11,429,27,0,6,2,0,102517,418.4671810528985,26.33709531102159,0
charles,24017,2020-06-11,1235,81,2,4,0,0,157671,783.2765695657414,51.37279525087048,1.268464080268407
dorchester,24019,2020-06-11,159,4,0,2,0,0,32261,492.85515018133344,12.398871702675056,0
frederick,24021,2020-06-11,2202,105,7,24,0,0,248472,886.2165555877523,42.25828262339419,2.817218841559612
garrett,24023,2020-06-11,10,0,0,0,0,0,29376,34.04139433551198,0,0
harford,24025,2020-06-11,990,54,3,8,0,0,251025,394.3830295787272,21.51180161338512,1.1951000896325068
howard,24027,2020-06-11,2311,68,5,91,0,0,315327,732.8899840483055,21.564915151572812,1.5856555258509422
kent,24029,2020-06-11,188,21,0,0,2,0,19593,959.526361455622,107.18113612004286,0
montgomery,24031,2020-06-11,13276,635,39,152,2,0,1040133,1276.3752327827306,61.049884966634075,3.7495204940137463
prince_georges,24033,2020-06-11,16940,596,24,187,6,1,906202,1869.3403898909958,65.76900073052146,2.6484161367995216
queen_annes,24035,2020-06-11,178,12,0,0,0,0,49355,360.65241616857463,24.31364603383649,0
somerset,24039,2020-06-11,78,3,0,1,0,0,25737,303.06562536426156,11.656370206317751,0
st_marys,24037,2020-06-11,573,36,0,8,1,0,111531,513.7585066035452,32.2780213572908,0
talbot,24041,2020-06-11,107,4,0,0,0,0,37211,287.549380559512,10.749509553626615,0
washington,24043,2020-06-11,560,20,0,9,3,0,149811,373.80432678508254,13.350154528038663,0
wicomico,24045,2020-06-11,998,33,0,6,0,0,102172,976.7842461731199,32.29847707786869,0
worcester,24047,2020-06-11,243,15,1,1,1,0,51564,471.25901791947877,29.090062834535722,1.9393375223023814
allegany,24001,2020-06-12,187,17,0,2,0,0,71977,259.8052155549689,23.61865595954263,0
anne_arundel,24003,2020-06-12,4453,183,9,32,1,0,567696,784.3986922578282,32.235562695527186,1.5853555424029762
baltimore,24005,2020-06-12,7051,390,20,66,4,0,827625,851.9558979006192,47.12279111916629,2.4165533907264765
baltimore_city,24510,2020-06-12,6559,286,8,50,2,0,614700,1067.0245648283715,46.526761021636574,1.301447860745079
calvert,24009,2020-06-12,370,20,1,4,0,0,91082,406.2273555697064,21.958235436200347,1.0979117718100173
caroline,24011,2020-06-12,279,2,0,1,0,0,32875,848.6692015209126,6.083650190114068,0
carroll,24013,2020-06-12,977,100,3,1,0,0,167522,583.2069817695586,59.693652177027495,1.790809565310825
cecil,24015,2020-06-12,435,28,0,6,1,0,102517,424.3198688997922,27.312543285503867,0
charles,24017,2020-06-12,1248,80,2,13,0,0,157671,791.5215860874858,50.73856321073628,1.268464080268407
dorchester,24019,2020-06-12,160,4,0,1,0,0,32261,495.95486810700226,12.398871702675056,0
frederick,24021,2020-06-12,2225,107,7,23,2,0,248472,895.4731317814482,43.06320229241122,2.817218841559612
garrett,24023,2020-06-12,10,0,0,0,0,0,29376,34.04139433551198,0,0
harford,24025,2020-06-12,991,55,3,1,1,0,251025,394.7813962752714,21.91016830992929,1.1951000896325068
howard,24027,2020-06-12,2332,68,5,21,0,0,315327,739.5497372568793,21.564915151572812,1.5856555258509422
kent,24029,2020-06-12,189,21,1,1,0,1,19593,964.6302250803859,107.18113612004286,5.103863624763946
montgomery,24031,2020-06-12,13348,640,39,72,5,0,1040133,1283.2974244639868,61.530592722276864,3.7495204940137463
prince_georges,24033,2020-06-12,17042,607,24,102,11,0,906202,1880.5961584723937,66.98285812655458,2.6484161367995216
queen_annes,24035,2020-06-12,179,12,0,1,0,0,49355,362.678553338061,24.31364603383649,0
somerset,24039,2020-06-12,78,3,0,0,0,0,25737,303.06562536426156,11.656370206317751,0
st_marys,24037,2020-06-12,575,40,0,2,4,0,111531,515.5517300122835,35.86446817476755,0
talbot,24041,2020-06-12,107,4,0,0,0,0,37211,287.549380559512,10.749509553626615,0
washington,24043,2020-06-12,568,21,0,8,1,0,149811,379.144388596298,14.017662254440594,0
wicomico,24045,2020-06-12,1004,34,0,6,1,0,102172,982.6566965509141,33.27721880750108,0
worcester,24047,2020-06-12,246,15,1,3,0,0,51564,477.07703048638587,29.090062834535722,1.9393375223023814
allegany,24001,2020-06-13,187,17,0,0,0,0,71977,259.8052155549689,23.61865595954263,0
anne_arundel,24003,2020-06-13,4522,183,9,69,0,0,567696,796.5530847495843,32.235562695527186,1.5853555424029762
baltimore,24005,2020-06-13,7107,395,21,56,5,1,827625,858.7222473946533,47.726929466847906,2.5373810602628004
baltimore_city,24510,2020-06-13,6633,289,8,74,3,0,614700,1079.0629575402634,47.01480396941597,1.301447860745079
calvert,24009,2020-06-13,373,20,1,3,0,0,91082,409.5210908851365,21.958235436200347,1.0979117718100173
caroline,24011,2020-06-13,282,2,0,3,0,0,32875,857.7946768060837,6.083650190114068,0
carroll,24013,2020-06-13,983,102,3,6,2,0,167522,586.7886009001803,60.887525220568044,1.790809565310825
cecil,24015,2020-06-13,439,29,1,4,1,1,102517,428.22166079772137,28.28799125998615,0.975447974482281
charles,24017,2020-06-13,1264,81,2,16,1,0,157671,801.6692987296332,51.37279525087048,1.268464080268407
dorchester,24019,2020-06-13,161,4,0,1,0,0,32261,499.054586032671,12.398871702675056,0
frederick,24021,2020-06-13,2251,107,7,26,0,0,248472,905.9370874786697,43.06320229241122,2.817218841559612
garrett,24023,2020-06-13,10,0,0,0,0,0,29376,34.04139433551198,0,0
harford,24025,2020-06-13,1004,55,3,13,0,0,251025,399.9601633303456,21.91016830992929,1.1951000896325068
howard,24027,2020-06-13,2371,68,5,39,0,0,315327,751.9178503585167,21.564915151572812,1.5856555258509422
kent,24029,2020-06-13,192,22,1,3,1,0,19593,979.9418159546777,112.28499974480681,5.103863624763946
montgomery,24031,2020-06-13,13534,647,39,186,7,0,1040133,1301.1797529738985,62.20358358017677,3.7495204940137463
prince_georges,24033,2020-06-13,17216,609,25,174,2,1,906202,1899.79717546419,67.20355947128786,2.7587668091661683
queen_annes,24035,2020-06-13,179,12,0,0,0,0,49355,362.678553338061,24.31364603383649,0
somerset,24039,2020-06-13,79,3,0,1,0,0,25737,306.95108209970084,11.656370206317751,0
st_marys,24037,2020-06-13,578,40,0,3,0,0,111531,518.2415651253912,35.86446817476755,0
talbot,24041,2020-06-13,107,4,0,0,0,0,37211,287.549380559512,10.749509553626615,0
washington,24043,2020-06-13,570,22,0,2,1,0,149811,380.4794040491019,14.685169980842527,0
wicomico,24045,2020-06-13,1010,35,0,6,1,0,102172,988.5291469287084,34.25596053713346,0
worcester,24047,2020-06-13,253,15,1,7,0,0,51564,490.6523931425025,29.090062834535722,1.9393375223023814
allegany,24001,2020-06-14,187,17,0,0,0,0,71977,259.8052155549689,23.61865595954263,0
anne_arundel,24003,2020-06-14,4607,185,9,85,2,0,567696,811.5258870945013,32.587863927172286,1.5853555424029762
baltimore,24005,2020-06-14,7151,401,21,44,6,0,827625,864.0386648542517,48.45189548406585,2.5373810602628004
baltimore_city,24510,2020-06-14,6689,292,9,56,3,1,614700,1088.1730925654792,47.50284691719538,1.4641288433382138
calvert,24009,2020-06-14,375,20,1,2,0,0,91082,411.71691442875647,21.958235436200347,1.0979117718100173
caroline,24011,2020-06-14,283,2,0,1,0,0,32875,860.8365019011407,6.083650190114068,0
carroll,24013,2020-06-14,989,102,3,6,0,0,167522,590.370220030802,60.887525220568044,1.790809565310825
cecil,24015,2020-06-14,443,29,1,4,0,0,102517,432.1234526956505,28.28799125998615,0.975447974482281
charles,24017,2020-06-14,1269,81,2,5,0,0,157671,804.8404589303043,51.37279525087048,1.268464080268407
dorchester,24019,2020-06-14,162,4,0,1,0,0,32261,502.1543039583398,12.398871702675056,0
frederick,24021,2020-06-14,2273,107,7,22,0,0,248472,914.7912038378571,43.06320229241122,2.817218841559612
garrett,24023,2020-06-14,10,0,0,0,0,0,29376,34.04139433551198,0,0
harford,24025,2020-06-14,1009,55,3,5,0,0,251025,401.95199681306644,21.91016830992929,1.1951000896325068
howard,24027,2020-06-14,2335,69,5,0,1,0,315327,740.50113057239,21.882046256743,1.5856555258509422
kent,24029,2020-06-14,193,22,1,1,0,0,19593,985.0456795794418,112.28499974480681,5.103863624763946
montgomery,24031,2020-06-14,13607,651,39,73,4,0,1040133,1308.1980862062833,62.588149784691,3.7495204940137463
prince_georges,24033,2020-06-14,17326,612,25,110,3,0,906202,1911.935749424521,67.5346114883878,2.7587668091661683
queen_annes,24035,2020-06-14,180,12,0,1,0,0,49355,364.70469050754735,24.31364603383649,0
somerset,24039,2020-06-14,79,3,0,0,0,0,25737,306.95108209970084,11.656370206317751,0
st_marys,24037,2020-06-14,580,39,0,2,0,0,111531,520.0347885341296,34.96785647039836,0
talbot,24041,2020-06-14,107,4,0,0,0,0,37211,287.549380559512,10.749509553626615,0
washington,24043,2020-06-14,571,22,0,1,0,0,149811,381.1469117755038,14.685169980842527,0
wicomico,24045,2020-06-14,1020,35,0,10,0,0,102172,998.3165642250323,34.25596053713346,0
worcester,24047,2020-06-14,256,16,1,3,1,0,51564,496.47040570940965,31.029400356838103,1.9393375223023814
allegany,24001,2020-06-15,187,17,0,0,0,0,71977,259.8052155549689,23.61865595954263,0
anne_arundel,24003,2020-06-15,4623,185,9,16,0,0,567696,814.3442969476621,32.587863927172286,1.5853555424029762
baltimore,24005,2020-06-15,7199,403,21,48,2,0,827625,869.8383929919952,48.6935508231385,2.5373810602628004
baltimore_city,24510,2020-06-15,6747,293,8,58,1,0,614700,1097.608589555881,47.665527899788515,1.301447860745079
calvert,24009,2020-06-15,376,20,1,1,0,0,91082,412.81482620056653,21.958235436200347,1.0979117718100173
caroline,24011,2020-06-15,283,2,0,0,0,0,32875,860.8365019011407,6.083650190114068,0
carroll,24013,2020-06-15,992,102,3,3,0,0,167522,592.1610295961128,60.887525220568044,1.790809565310825
cecil,24015,2020-06-15,445,29,1,2,0,0,102517,434.074348644615,28.28799125998615,0.975447974482281
charles,24017,2020-06-15,1272,81,2,3,0,0,157671,806.7431550507068,51.37279525087048,1.268464080268407
dorchester,24019,2020-06-15,165,4,0,3,0,0,32261,511.45345773534603,12.398871702675056,0
frederick,24021,2020-06-15,2298,107,7,25,0,0,248472,924.8526997005698,43.06320229241122,2.817218841559612
garrett,24023,2020-06-15,10,0,0,0,0,0,29376,34.04139433551198,0,0
harford,24025,2020-06-15,1019,55,3,10,0,0,251025,405.9356637785081,21.91016830992929,1.1951000896325068
howard,24027,2020-06-15,2350,70,5,15,1,0,315327,745.2580971499427,22.19917736191319,1.5856555258509422
kent,24029,2020-06-15,193,23,1,0,1,0,19593,985.0456795794418,117.38886336957076,5.103863624763946
montgomery,24031,2020-06-15,13657,655,39,50,4,0,1040133,1313.0051637627112,62.97271598920523,3.7495204940137463
prince_georges,24033,2020-06-15,17400,615,25,74,3,0,906202,1920.1016991796532,67.86566350548775,2.7587668091661683
queen_annes,24035,2020-06-15,183,12,0,3,0,0,49355,370.7831020160065,24.31364603383649,0
somerset,24039,2020-06-15,80,3,0,1,0,0,25737,310.83653883514006,11.656370206317751,0
st_marys,24037,2020-06-15,582,40,0,2,1,0,111531,521.8280119428679,35.86446817476755,0
talbot,24041,2020-06-15,107,4,0,0,0,0,37211,287.549380559512,10.749509553626615,0
washington,24043,2020-06-15,579,22,0,8,0,0,149811,386.4869735867193,14.685169980842527,0
wicomico,24045,2020-06-15,1027,35,0,7,0,0,102172,1005.167756332459,34.25596053713346,0
worcester,24047,2020-06-15,258,16,1,2,0,0,51564,500.34908075401444,31.029400356838103,1.9393375223023814
allegany,24001,2020-06-16,188,17,0,1,0,0,71977,261.19454825847146,23.61865595954263,0
anne_arundel,24003,2020-06-16,4751,185,9,128,0,0,567696,836.891575772949,32.587863927172286,1.5853555424029762
baltimore,24005,2020-06-16,7248,406,21,49,3,0,827625,875.758948799275,49.05603383174748,2.5373810602628004
baltimore_city,24510,2020-06-16,6782,296,8,35,3,0,614700,1103.3024239466406,48.15357084756792,1.301447860745079
calvert,24009,2020-06-16,380,20,1,4,0,0,91082,417.2064732878066,21.958235436200347,1.0979117718100173
caroline,24011,2020-06-16,284,2,0,1,0,0,32875,863.8783269961976,6.083650190114068,0
carroll,24013,2020-06-16,987,102,3,0,0,0,167522,589.1763469872614,60.887525220568044,1.790809565310825
cecil,24015,2020-06-16,450,29,1,5,0,0,102517,438.95158851702644,28.28799125998615,0.975447974482281
charles,24017,2020-06-16,1277,81,2,5,0,0,157671,809.914315251378,51.37279525087048,1.268464080268407
dorchester,24019,2020-06-16,166,4,0,1,0,0,32261,514.5531756610148,12.398871702675056,0
frederick,24021,2020-06-16,2308,108,7,10,1,0,248472,928.877298045655,43.46566212691973,2.817218841559612
garrett,24023,2020-06-16,10,0,0,0,0,0,29376,34.04139433551198,0,0
harford,24025,2020-06-16,1023,56,3,4,1,0,251025,407.5291305646848,22.30853500647346,1.1951000896325068
howard,24027,2020-06-16,2327,71,5,0,1,0,315327,737.9640817310284,22.516308467083377,1.5856555258509422
kent,24029,2020-06-16,193,23,1,0,0,0,19593,985.0456795794418,117.38886336957076,5.103863624763946
montgomery,24031,2020-06-16,13709,658,40,52,3,1,1040133,1318.0045244213961,63.2611406425909,3.845662045142304
prince_georges,24033,2020-06-16,17499,619,25,99,4,0,906202,1931.026415743951,68.30706619495433,2.7587668091661683
queen_annes,24035,2020-06-16,183,13,0,0,1,0,49355,370.7831020160065,26.339783203322863,0
somerset,24039,2020-06-16,82,3,0,2,0,0,25737,318.60745230601856,11.656370206317751,0
st_marys,24037,2020-06-16,585,40,0,3,0,0,111531,524.5178470559755,35.86446817476755,0
talbot,24041,2020-06-16,109,4,0,2,0,0,37211,292.92413533632526,10.749509553626615,0
washington,24043,2020-06-16,579,22,0,0,0,0,149811,386.4869735867193,14.685169980842527,0
wicomico,24045,2020-06-16,1031,35,0,4,0,0,102172,1009.0827232509885,34.25596053713346,0
worcester,24047,2020-06-16,258,16,1,0,0,0,51564,500.34908075401444,31.029400356838103,1.9393375223023814
allegany,24001,2020-06-17,188,17,0,0,0,0,71977,261.19454825847146,23.61865595954263,0
anne_arundel,24003,2020-06-17,4796,186,9,45,1,0,567696,844.8183534849638,32.76401454299484,1.5853555424029762
baltimore,24005,2020-06-17,7329,411,21,81,5,0,827625,885.5459900317172,49.6601721794291,2.5373810602628004
baltimore_city,24510,2020-06-17,6866,299,8,84,3,0,614700,1116.9676264844638,48.641613795347325,1.301447860745079
calvert,24009,2020-06-17,382,21,1,2,1,0,91082,419.4022968314266,23.056147208010362,1.0979117718100173
caroline,24011,2020-06-17,284,2,0,0,0,0,32875,863.8783269961976,6.083650190114068,0
carroll,24013,2020-06-17,1006,103,2,19,1,0,167522,600.5181409008966,61.48446174233832,1.19387304354055
cecil,24015,2020-06-17,455,29,1,5,0,0,102517,443.8288283894379,28.28799125998615,0.975447974482281
charles,24017,2020-06-17,1291,83,2,14,2,0,157671,818.7935638132568,52.64125933113889,1.268464080268407
dorchester,24019,2020-06-17,170,4,0,4,0,0,32261,526.95204736369,12.398871702675056,0
frederick,24021,2020-06-17,2336,108,7,28,0,0,248472,940.1461734118935,43.46566212691973,2.817218841559612
garrett,24023,2020-06-17,10,0,0,0,0,0,29376,34.04139433551198,0,0
harford,24025,2020-06-17,1032,58,3,9,2,0,251025,411.1144308335823,23.105268399561798,1.1951000896325068
howard,24027,2020-06-17,2343,72,5,16,1,0,315327,743.0381794137514,22.833439572253564,1.5856555258509422
kent,24029,2020-06-17,192,23,1,0,0,0,19593,979.9418159546777,117.38886336957076,5.103863624763946
montgomery,24031,2020-06-17,13819,664,40,110,6,0,1040133,1328.5800950455375,63.83798994936225,3.845662045142304
prince_georges,24033,2020-06-17,17611,623,25,112,4,0,906202,1943.3856910490156,68.74846888442092,2.7587668091661683
queen_annes,24035,2020-06-17,187,14,0,4,1,0,49355,378.88765069395197,28.365920372809242,0
somerset,24039,2020-06-17,82,3,0,0,0,0,25737,318.60745230601856,11.656370206317751,0
st_marys,24037,2020-06-17,587,41,0,2,1,0,111531,526.3110704647138,36.76107987913674,0
talbot,24041,2020-06-17,110,4,0,1,0,0,37211,295.61151272473194,10.749509553626615,0
washington,24043,2020-06-17,593,22,0,14,0,0,149811,395.8320817563463,14.685169980842527,0
wicomico,24045,2020-06-17,1035,36,0,4,1,0,102172,1012.9976901695181,35.23470226676585,0
worcester,24047,2020-06-17,265,16,1,7,0,0,51564,513.9244434101311,31.029400356838103,1.9393375223023814
allegany,24001,2020-06-18,187,17,0,0,0,0,71977,259.8052155549689,23.61865595954263,0
anne_arundel,24003,2020-06-18,4835,187,9,39,1,0,567696,851.6882275020433,32.94016515881739,1.5853555424029762
baltimore,24005,2020-06-18,7371,415,22,42,4,1,827625,890.6207521522429,50.143482857574384,2.658208729799124
baltimore_city,24510,2020-06-18,6906,301,8,40,2,0,614700,1123.4748657881894,48.9669757605336,1.301447860745079
calvert,24009,2020-06-18,385,22,1,3,1,0,91082,422.69603214685674,24.15405897982038,1.0979117718100173
caroline,24011,2020-06-18,285,2,0,1,0,0,32875,866.9201520912547,6.083650190114068,0
carroll,24013,2020-06-18,1010,106,2,4,3,0,167522,602.9058869879777,63.27527130764914,1.19387304354055
cecil,24015,2020-06-18,456,28,1,1,0,0,102517,444.80427636392017,27.312543285503867,0.975447974482281
charles,24017,2020-06-18,1294,84,2,3,1,0,157671,820.6962599336592,53.27549137127309,1.268464080268407
dorchester,24019,2020-06-18,170,4,0,0,0,0,32261,526.95204736369,12.398871702675056,0
frederick,24021,2020-06-18,2342,108,7,6,0,0,248472,942.5609324189446,43.46566212691973,2.817218841559612
garrett,24023,2020-06-18,10,0,0,0,0,0,29376,34.04139433551198,0,0
harford,24025,2020-06-18,1036,59,3,4,1,0,251025,412.70789761975897,23.503635096105967,1.1951000896325068
howard,24027,2020-06-18,2348,74,5,5,2,0,315327,744.6238349396024,23.46770178259394,1.5856555258509422
kent,24029,2020-06-18,193,23,1,1,0,0,19593,985.0456795794418,117.38886336957076,5.103863624763946
